name,type,isin,ticker_euronext,market,eligible_pea,yahoo_ticker
BNP HYDROGEN ECONOMY ETF,ETP,,HYDRO,Euronext Paris,False,HYDRO.PA
AMINA BITCOIN ETP,ETP,,SBTCU,Euronext Paris,False,SBTCU.PA
AMINA CRYPTO ASS SEL IND ETP,ETP,,SEBAX,Euronext Paris,False,SEBAX.PA
AMINA ETHEREUM ETP,ETP,,SETH,Euronext Paris,False,SETH.PA
AMINA POLKADOT ETP,ETP,,SDOT,Euronext Paris,False,SDOT.PA
WISDOMTREE PHYSICAL CARDANO,ETP,,ADAW,Euronext Paris,False,ADAW.PA
WISDOMTREE PHYSICAL POLKADOT,ETP,,DOTW,Euronext Paris,False,DOTW.PA
WISDOMTREE PHYSICAL SOLANA,ETP,,SOLW,Euronext Paris,False,SOLW.PA
21SHARES COSMOS STAKING ETP,ETP,,ATOM,Euronext Paris,False,ATOM.PA
VALOUR CARDANO,ETP,,ADAVE,Euronext Paris,False,ADAVE.PA
AMUNDI  US TR B 0-1 Y HSGD C,ETP,,0NS,Euronext Paris,False,0NS.PA
DDA PHYSICAL EOS ETP,ETP,,IEOS,Euronext Paris,False,IEOS.PA
21SHARES THE SANDBOX ETP,ETP,,ASAND,Euronext Paris,False,ASAND.PA
BITPANDA ETHER ETC,ETP,,KETH,Euronext Paris,False,KETH.PA
BITPANDA SOLANA ETC,ETP,,TSOL,Euronext Paris,False,TSOL.PA
BITPANDA POLKADOT ETC,ETP,,TDOT,Euronext Paris,False,TDOT.PA
BITPANDA CARDANO ETC,ETP,,YADA,Euronext Paris,False,YADA.PA
AM I MSCI PAC EX J SRI PAB D,ETP,,MPXG,Euronext Paris,False,MPXG.PA
AM I MSCI EM M SRI PAB G D,ETP,,AMEG,Euronext Paris,False,AMEG.PA
21SHARES BITCOIN GOLD ETP,ETP,,BOLD,Euronext Paris,False,BOLD.PA
AMUNDI JP MRG GBI GLOB H USD,ETP,,AHYA,Euronext Paris,False,AHYA.PA
AMUNDI GLOBAL AGG SRI C H US,ETP,,AHYB,Euronext Paris,False,AHYB.PA
AMUNDI INDEX EURO CORP H USD,ETP,,AHYC,Euronext Paris,False,AHYC.PA
AMUNDI GLOBAL AGG SRI H EUR,ETP,,AHYD,Euronext Paris,False,AHYD.PA
AM GLOBAL AGG 1-5 ESG USD C,ETP,,AHYG,Euronext Paris,False,AHYG.PA
ISHARES DIG ENTRN N EDU USDA,ETP,,DGGE,Euronext Paris,False,DGGE.PA
HSBC MSCI EM ETF USD ACC,ETP,,HEMA,Euronext Paris,False,HEMA.PA
HSBC JAPAN SCREENED EQ ETF,ETP,,HSJA,Euronext Paris,False,HSJA.PA
HSBC MSCI CN A ETF USD ACC,ETP,,HCAS,Euronext Paris,False,HCAS.PA
HSBC MSCI EU ETF EUR ACC,ETP,,HMES,Euronext Paris,False,HMES.PA
HSBC MSCI JP ETF USD (ACC),ETP,,HMJS,Euronext Paris,False,HMJS.PA
AMUNDI ID MSCI JPN ESG CTB D,ETP,,AHYZ,Euronext Paris,False,AHYZ.PA
ISH DIV COMDTY SWAP DE,ETP,,CMSE,Euronext Paris,False,CMSE.PA
OSSIAM BLOOMBERG EUROZONE PA,ETP,,OP2E,Euronext Paris,False,OP2E.PA
OSSIAM BLOOMBERG EUROPE EX E,ETP,,OP4E,Euronext Paris,False,OP4E.PA
OSSIAM BLOOMBERG JAPAN PAB N,ETP,,OP5E,Euronext Paris,False,OP5E.PA
OSSIAM BLOOMBERG JAPAN PAB N,ETP,,OP5H,Euronext Paris,False,OP5H.PA
OSSIAM BBG APAC EXJP PNR EUR,ETP,,OP6E,Euronext Paris,False,OP6E.PA
OSSIAM BBG USA PAB UCITS EU,ETP,,OP7E,Euronext Paris,False,OP7E.PA
OSSIAM BBG USA PAB UCITS EUH,ETP,,OP7H,Euronext Paris,False,OP7H.PA
OSSIAM BBG CAN PAB UCITSEU,ETP,,OP8E,Euronext Paris,False,OP8E.PA
AMUNDI ETF GOVIES 0-6 MONTHS,ETP,,C6MMX,Euronext Paris,False,C6MMX.PA
HASHDEX NASDAQ CME CRYPTO IN,ETP,,HASH,Euronext Paris,False,HASH.PA
A GL AGG SRI 1-5 UCITS HE DR,ETP,,AHYH,Euronext Paris,False,AHYH.PA
BNP EASY BIODIV EUR ESG,ETP,,BIODV,Euronext Paris,False,BIODV.PA
HASHDEX CRYPTO MOMENTUM ETP,ETP,,HAMO,Euronext Paris,False,HAMO.PA
HSBC MSCI WD SM CAP SCD ETF,ETP,,HWSS,Euronext Paris,False,HWSS.PA
HSBC MSCI EM VALUE SCD ETF,ETP,,HEVS,Euronext Paris,False,HEVS.PA
ISHARES MSCI USA SWAP USD A,ETP,,MUSA,Euronext Paris,False,MUSA.PA
BNP PARIBAS EASY EUR CORP-UA,ETP,,SRIC6,Euronext Paris,False,SRIC6.PA
AM MSC JP SR CLMT PA-UCI EUA,ETP,,JPX4,Euronext Paris,False,JPX4.PA
CHINA CNY BONDS UCITS ETF DR,ETP,,CNYF,Euronext Paris,False,CNYF.PA
HSBC MSCI US ISLAMIC SCD ETF,ETP,,HIUS,Euronext Paris,False,HIUS.PA
HSBC MSCI EU ISLAMIC SCD ETF,ETP,,HIPS,Euronext Paris,False,HIPS.PA
HSBC MSCI WD ISLAMIC SCD ETF,ETP,,HIWS,Euronext Paris,False,HIWS.PA
ISHARES MSCI EM XCHINA,ETP,,MTPI,Euronext Paris,False,MTPI.PA
HSBC MSCI EM ISLAMIC SCD ETF,ETP,,HIES,Euronext Paris,False,HIES.PA
BNP EASY CIRCULAR ECONOMY,ETP,,REUSD,Euronext Paris,False,REUSD.PA
BNP EASY BLUE ECONOMY ESG U,ETP,,BLUSD,Euronext Paris,False,BLUSD.PA
BNP EASY HYDROGEN ESG U,ETP,,HYDUS,Euronext Paris,False,HYDUS.PA
OSS SHL GLB CAPE,ETP,,5OGU,Euronext Paris,False,5OGU.PA
OSS SHL GLB CAPE,ETP,,5OGE,Euronext Paris,False,5OGE.PA
BNP PARIBAS EASY EUR AGGR-UA,ETP,,BSRIC,Euronext Paris,False,BSRIC.PA
BNP PARIBAS EASY EUR AGGR-UI,ETP,,BSRID,Euronext Paris,False,BSRID.PA
BNP JP ES EM GB 1-3 UE-UE EA,ETP,,GEU3C,Euronext Paris,False,GEU3C.PA
BNP JP ES EM GB 1-3 UE-UE EI,ETP,,GEU3D,Euronext Paris,False,GEU3D.PA
AMUNDI PEA DOW JN INDS AVERG,ETP,,AHYI,Euronext Paris,True,AHYI.PA
AMUNDI SHRTDAX DLY -1X INVER,ETP,,AHYK,Euronext Paris,False,AHYK.PA
AMUNDI GERMY BND DL -1X INVR,ETP,,BUNS,Euronext Paris,False,BUNS.PA
BNP PAREASP 500SC SC UE-USDA,ETP,,SPEUS,Euronext Paris,False,SPEUS.PA
BNP EASY S&P 500 ESG SC E,ETP,,SPEEU,Euronext Paris,False,SPEEU.PA
AMUNDI MSCI EUR SC ESG BROAD,ETP,,CEM,Euronext Paris,False,CEM.PA
AM CR MSCI CN A SP ETF DIST,ETP,,C024,Euronext Paris,False,C024.PA
AM CR MSCI WORLD SP ETF DIST,ETP,,AHYQ,Euronext Paris,False,AHYQ.PA
AMUNDI MSCI EUR SC ESG BROAD,ETP,,X026,Euronext Paris,False,X026.PA
AMDI MSCI WATER ESG DR-ACC,ETP,,WATC,Euronext Paris,False,WATC.PA
AMUNDI MSCI EUR ACTION,ETP,,AE5B,Euronext Paris,False,AE5B.PA
AMUNDI GLOBAL AGG SRI 1-5,ETP,,AK8A,Euronext Paris,False,AK8A.PA
21SHARES BITCOIN CORE ETP,ETP,,CBTC,Euronext Paris,False,CBTC.PA
21SHARES STK BSK INDX ETP,ETP,,STAKE,Euronext Paris,False,STAKE.PA
21SHARES ETHEREUM CO STK ETP,ETP,,ETHC,Euronext Paris,False,ETHC.PA
21SHARES LIDO DAO ETP,ETP,,LIDO,Euronext Paris,False,LIDO.PA
AMUN MSCI EM ESG BROAD,ETP,,CLEM,Euronext Paris,False,CLEM.PA
AM S&P W COMMUNICAT SCR D,ETP,,TELW,Euronext Paris,False,TELW.PA
AM S&P W CONSUMER D SCR A,ETP,,CODW,Euronext Paris,False,CODW.PA
AM S&P W CONSUMER S SCR A,ETP,,COSW,Euronext Paris,False,COSW.PA
AM S&P W INDUSTRIAL SCR A,ETP,,INDW,Euronext Paris,False,INDW.PA
AM S&P W MATERIALS SCR A,ETP,,MATW,Euronext Paris,False,MATW.PA
AM S&P W ENERGY SCREENED D,ETP,,NRGW,Euronext Paris,False,NRGW.PA
AM GL GOV TD GB UCITS ET DIS,ETP,,AK8B,Euronext Paris,False,AK8B.PA
BNP EASY MSCI WORLD SRI C,ETP,,EMWD,Euronext Paris,False,EMWD.PA
BNP EASY LW CARBON EUR PAB,ETP,,ECND,Euronext Paris,False,ECND.PA
AMUN MSCI EM ESG BROAD,ETP,,SBIN,Euronext Paris,False,SBIN.PA
AMUNDI USD CRPT BND-GBP HD D,ETP,,PRUB,Euronext Paris,False,PRUB.PA
ISHRS IBND DEC 26 CORP,ETP,,26ID,Euronext Paris,False,26ID.PA
ISHRS IBNDS DEC 28 CORP,ETP,,28ID,Euronext Paris,False,28ID.PA
WT CAC 40 3X DAILY LVRGD,ETP,,3CAC,Euronext Paris,False,3CAC.PA
WT CAC 40 3X DAILY SHORT,ETP,,3CAS,Euronext Paris,False,3CAS.PA
ISHRS IBND DEC26 CORP-EURACC,ETP,,B26A,Euronext Paris,False,B26A.PA
ISHRS IBND DEC28 CORP-EURACC,ETP,,B28A,Euronext Paris,False,B28A.PA
ISHRS D25 USD TRE UCITS ETF,ETP,,TI25,Euronext Paris,False,TI25.PA
ISHRS D25 EUR CORP UCITS ETF,ETP,,IB25,Euronext Paris,False,IB25.PA
ISHRS D27 USD CORP UCITS ETF,ETP,,DI27,Euronext Paris,False,DI27.PA
ISHRS D27 EUR CORP UCITS ETF,ETP,,IB27,Euronext Paris,False,IB27.PA
BNP EASY US CORP SRI,ETP,,USCBC,Euronext Paris,False,USCBC.PA
BNP EASY US CORP SRI D,ETP,,USCBD,Euronext Paris,False,USCBD.PA
BNP PARI EE CB SRI FFD UE-EI,ETP,,SRIUD,Euronext Paris,False,SRIUD.PA
BNP PARI EE CB SRI FFD UE-UE,ETP,,SRIUC,Euronext Paris,False,SRIUC.PA
AMUNDI MSCI USA ESG SELECTIO,ETP,,SADU,Euronext Paris,False,SADU.PA
HSBC MSCI JP ISLAMIC SCD ETF,ETP,,HIJS,Euronext Paris,False,HIJS.PA
WT WTI CRUDE 2X DLY LVRGD,ETP,,LOIL,Euronext Paris,False,LOIL.PA
WT PHYSICAL GOLD-EUR DLY HDG,ETP,,GBSE,Euronext Paris,False,GBSE.PA
WT INDUSTRIAL METALS,ETP,,AIGI,Euronext Paris,False,AIGI.PA
WISDOMTREE CORE PHYSICAL GLD,ETP,,WGLD,Euronext Paris,False,WGLD.PA
WT ENERGY TRANSITION METALS,ETP,,WENT,Euronext Paris,False,WENT.PA
WT NASDAQ 100 3X DLY LVRGD,ETP,,QQQ3,Euronext Paris,False,QQQ3.PA
WT S&P 500 3X DLY LEVERAGED,ETP,,3USL,Euronext Paris,False,3USL.PA
WT S&P 500 3X DAILY SHORT,ETP,,3USS,Euronext Paris,False,3USS.PA
WT EURO STOXX50 3X DLY LVRGD,ETP,,3EUL,Euronext Paris,False,3EUL.PA
WT EURO STOXX50 3X DLY SHORT,ETP,,3EUS,Euronext Paris,False,3EUS.PA
WT S&P500VIX SHFUT 2.25DLYLV,ETP,,VIXL,Euronext Paris,False,VIXL.PA
WISDOMTREE CARBON,ETP,,CARB,Euronext Paris,False,CARB.PA
WT NASDAQ 100 3X DAILY SHORT,ETP,,QQQS,Euronext Paris,False,QQQS.PA
AMUNDI MSCI J ESG AMB CTB,ETP,,CJ1P,Euronext Paris,False,CJ1P.PA
BNP PA ES MWD MTE UC ETF-USA,ETP,,WEMTE,Euronext Paris,False,WEMTE.PA
BNP EASY MSCI WORLD ESG,ETP,,WEMT2,Euronext Paris,False,WEMT2.PA
AMUNDI S&P 500 SCR UCITS ACC,ETP,,S500,Euronext Paris,False,S500.PA
AMD S&P 500 SCRN UCT ETF-AEH,ETP,,S500H,Euronext Paris,False,S500H.PA
WISDOMTREE US QLY DIV GRWTH,ETP,,DGRA,Euronext Paris,False,DGRA.PA
WT CLOUD COMPUTING USD ACC,ETP,,WCLD,Euronext Paris,False,WCLD.PA
WT ART INTELLIGENCE -USD ACC,ETP,,WTAI,Euronext Paris,False,WTAI.PA
WT BATTERY SOLUTIONS-USD ACC,ETP,,VOLT,Euronext Paris,False,VOLT.PA
WISDOMTREE GLB QLY DIV GRWTH,ETP,,GGRA,Euronext Paris,False,GGRA.PA
WT CYBERSECURITY-USD ACC,ETP,,WCBR,Euronext Paris,False,WCBR.PA
WISDOMTREE EUZ QTY DIV GRWTH,ETP,,EGRA,Euronext Paris,False,EGRA.PA
21SHARES STACKS STAKING ETP,ETP,,ASTX,Euronext Paris,False,ASTX.PA
AMUNDI MSCI EU ESG CTB EUR D,ETP,,CEUE,Euronext Paris,False,CEUE.PA
AMUNDI MSCI NORTH AMERICA ES,ETP,,NRAM,Euronext Paris,False,NRAM.PA
AMUNDI MSCI NORTH AMERICA ES,ETP,,USRI,Euronext Paris,False,USRI.PA
BNP EASY GLOBAL INFRA ESG,ETP,,ENG,Euronext Paris,False,ENG.PA
BNP PARIB ESG INFRA UCITS-UA,ETP,,ENGUS,Euronext Paris,False,ENGUS.PA
ISHRS D25 USD CORP UCITS ETF,ETP,,ID25,Euronext Paris,False,ID25.PA
AMUNDI MSCI USA ESG BROAD,ETP,,USA,Euronext Paris,False,USA.PA
AMUNDI MSCI USA ESG BROAD,ETP,,USAC,Euronext Paris,False,USAC.PA
ISHRS D25 EUR CORP UCITS ETF,ETP,,IBE5,Euronext Paris,False,IBE5.PA
ISHRS D27 EUR CORP UCITS ETF,ETP,,IBE7,Euronext Paris,False,IBE7.PA
AMUNDI S&P 500 CLIMATE PA,ETP,,PABH,Euronext Paris,False,PABH.PA
AMUNDI S&P 500 CLIMATE NET Z,ETP,,PABU,Euronext Paris,False,PABU.PA
BITWISE MSCI DGL ATS 20 ETF,ETP,,DA20,Euronext Paris,False,DA20.PA
AMUNDI MSCI WORLD ESG BROAD,ETP,,LWCR,Euronext Paris,False,LWCR.PA
AMUNDI MSCI WORLD CLIMATE PA,ETP,,PABW,Euronext Paris,False,PABW.PA
AM EURO GOV BOND 5-7Y-ETF D,ETP,,C53D,Euronext Paris,False,C53D.PA
21SHARES ARBITRUM ETP,ETP,,AARB,Euronext Paris,False,AARB.PA
21SHARES OPTIMISM ETP,ETP,,AOPT,Euronext Paris,False,AOPT.PA
AMUNDI GOLD MINERS UC ETF-UI,ETP,,GLDM,Euronext Paris,False,GLDM.PA
AMUNDI MSCI WORLD ESG CLIMAT,ETP,,CLWD,Euronext Paris,False,CLWD.PA
BNP EASY S&P 500 ESG SC EH,ETP,,SPEUH,Euronext Paris,False,SPEUH.PA
AMUNDI PEA S&P US CS SC,ETP,,COSE,Euronext Paris,True,COSE.PA
AMUNDI PEA MSCI USA VALUE,ETP,,USVE,Euronext Paris,True,USVE.PA
MAKING EUROPE GREAT AGAIN UC,ETP,,GR8,Euronext Paris,False,GR8.PA
AM CORE MSCI WORLD U ETF ACC,ETP,,MWRD,Euronext Paris,False,MWRD.PA
AMUNDI MSCI WORLD SRI C NZ,ETP,,WSRI,Euronext Paris,False,WSRI.PA
LYXOR MSCI EAST EU EX RUSSIA,ETP,,ESTE,Euronext Paris,False,ESTE.PA
AMUNDI MSCI WORLD SRI PA,ETP,,WESE,Euronext Paris,False,WESE.PA
AM CR STX EUROPE 600 ETF ACC,ETP,,MEUD,Euronext Paris,False,MEUD.PA
AMDI USD CORPB CPA HIN,ETP,,USIH,Euronext Paris,False,USIH.PA
AMDI MSCI EMU SC ESG BROAD,ETP,,MMS,Euronext Paris,False,MMS.PA
AM FTSE EPRA NRIT GLB II DIS,ETP,,MWO,Euronext Paris,False,MWO.PA
AMDI STOXX EUR DIV 30,ETP,,SEL,Euronext Paris,False,SEL.PA
21SHARES CELESTIA STAKING ET,ETP,,ATIA,Euronext Paris,False,ATIA.PA
FUTURE OF DEFENCE UCITS ETF,ETP,,NATO,Euronext Paris,False,NATO.PA
ETC GROUP WEB 3.0 UCITS ETF,ETP,,WEB3,Euronext Paris,False,WEB3.PA
AM MSCI WORLD SP ETF EUR DIS,ETP,,EWLD,Euronext Paris,False,EWLD.PA
BNP EASY LW CARBON EUR PAB,ETP,,LCEUD,Euronext Paris,False,LCEUD.PA
BNPP ESY MS MIN TE UCI ETF,ETP,,PAACE,Euronext Paris,False,PAACE.PA
ISHARE MSCI WORLD SWAP PEA,ETP,,WPEA,Euronext Paris,True,WPEA.PA
BNP PAR EA MS ACW MIN TE-UUA,ETP,,PAACU,Euronext Paris,False,PAACU.PA
AM MSCI WORLD SWP II ETF ACC,ETP,,WLDC,Euronext Paris,False,WLDC.PA
BNP EASY MSCI JAPAN ESG U,ETP,,EJAPU,Euronext Paris,False,EJAPU.PA
BNP PARI EASY JPM TIL EMU-UC,ETP,,GOV10,Euronext Paris,False,GOV10.PA
BNP EASY EMU GV 10+ UCTE-EIN,ETP,,GOD10,Euronext Paris,False,GOD10.PA
21SHARES TONCOIN STAKING ETP,ETP,,TONN,Euronext Paris,False,TONN.PA
BNP EASY MSCI WORLD ESG EH,ETP,,WEMTH,Euronext Paris,False,WEMTH.PA
ISHRS IBDS D26 ITALY GB ETF,ETP,,26TP,Euronext Paris,False,26TP.PA
ISHARES IBONDS D28 T ITALY G,ETP,,28IY,Euronext Paris,False,28IY.PA
ISHARE MSCI WRD SP UCITS ETF,ETP,,IWDS,Euronext Paris,False,IWDS.PA
ISR IB DE 2029 TER UCITS ETF,ETP,,29GI,Euronext Paris,False,29GI.PA
ISRS IBND DEC 2029 TERM ETF,ETP,,29ID,Euronext Paris,False,29ID.PA
ISHARES IBO DEC 2030 TER ETF,ETP,,30IG,Euronext Paris,False,30IG.PA
ISHARES GLOBAL AEROSPACE&DEF,ETP,,DFND,Euronext Paris,False,DFND.PA
ISHARES IBO DEC 2030 TER ETF,ETP,,30ID,Euronext Paris,False,30ID.PA
ISHRS IBD D27 T TREASURY ETF,ETP,,27IT,Euronext Paris,False,27IT.PA
ISHARES IBONDS DEC 2029 TRSY,ETP,,29IT,Euronext Paris,False,29IT.PA
21SHARS INJETIVE STKING ETP,ETP,,AINJ,Euronext Paris,False,AINJ.PA
21SHARES IMMUTABLE ETP,ETP,,AIMX,Euronext Paris,False,AIMX.PA
21SHARES SUI STAKING ETP,ETP,,ASUI,Euronext Paris,False,ASUI.PA
BNP EASY JAPAN ESG ENH,ETP,,AJASE,Euronext Paris,False,AJASE.PA
BNP EASY US ESG ENH D,ETP,,AUSSD,Euronext Paris,False,AUSSD.PA
BNP EASY US ESG ENH,ETP,,AUSSE,Euronext Paris,False,AUSSE.PA
BNP EASY JAPAN ESG ENH,ETP,,AJASR,Euronext Paris,False,AJASR.PA
BNP EASY US ESG ENH,ETP,,AUSSR,Euronext Paris,False,AUSSR.PA
BNP PARIB EASY ESG EN EUR-UA,ETP,,ACE32,Euronext Paris,False,ACE32.PA
BNP PARI EESG EECB D29 UE-EA,ETP,,ACE29,Euronext Paris,False,ACE29.PA
VANECK SUI ETN,ETP,,VSUI,Euronext Paris,False,VSUI.PA
BNP EASY WORLD ESG ENH,ETP,,AWDSR,Euronext Paris,False,AWDSR.PA
BNP EASY WORLD ESG ENH,ETP,,AWDSE,Euronext Paris,False,AWDSE.PA
VIRTUNE STAKED SOLANA ETP,ETP,,VRTS,Euronext Paris,False,VRTS.PA
BNP PARIBS EE EW UCI ETF-UEU,ETP,,AWDS,Euronext Paris,False,AWDS.PA
DDA BITCOIN MACRO ETP,ETP,,BMAC,Euronext Paris,False,BMAC.PA
VANECK DEFENSE ETF,ETP,,DFNS,Euronext Paris,False,DFNS.PA
VANECK SEMICONDUCTOR ETF,ETP,,SMH,Euronext Paris,False,SMH.PA
VANECK DEV MKT DVD LEADERS,ETP,,TDIV,Euronext Paris,False,TDIV.PA
21SHRS FUTR CRYPTO IND ETP,ETP,,FUTR,Euronext Paris,False,FUTR.PA
VANECK PYTH ETN,ETP,,VPYT,Euronext Paris,False,VPYT.PA
21SHARES APTOS STAKING ETP,ETP,,APTOS,Euronext Paris,False,APTOS.PA
FRK FTSE EM X CN UCITS ETF,ETP,,EXCN,Euronext Paris,False,EXCN.PA
FRANKLIN AI METAVE BLKC UCIT,ETP,,METE,Euronext Paris,False,METE.PA
FRK FTSE ASIA XCH XJP ETF,ETP,,FLQA,Euronext Paris,False,FLQA.PA
WISDOMTREE PHYSICAL XRP,ETP,,WXRP,Euronext Paris,False,WXRP.PA
FRK FTSE DEV WORLD UCITS ETF,ETP,,WORLD,Euronext Paris,False,WORLD.PA
FRK FTSE JAPAN UCITS ETF,ETP,,JAPAN,Euronext Paris,False,JAPAN.PA
FRK FTSE EM UCITS ETF,ETP,,EMERG,Euronext Paris,False,EMERG.PA
FRK SAUDI ARABIA UCITS ETF,ETP,,SAUDI,Euronext Paris,False,SAUDI.PA
FRK MSCI WORLD CATH PRIN ETF,ETP,,FAITH,Euronext Paris,False,FAITH.PA
FRK FUT FOOD ETF,ETP,,FOFD,Euronext Paris,False,FOFD.PA
FRK FTSE TAIWAN UCITS ETF,ETP,,FLXT,Euronext Paris,False,FLXT.PA
FRK MSCI EM PARIS UCITS ETF,ETP,,FREP,Euronext Paris,False,FREP.PA
FRK FUT HEALTH WELLNESS ETF,ETP,,FOHW,Euronext Paris,False,FOHW.PA
FRANKLIN US EQUITY UCITS ETF,ETP,,FLXU,Euronext Paris,False,FLXU.PA
FRK MSCI CH PARIS UCITS ETF,ETP,,FRCP,Euronext Paris,False,FRCP.PA
21SHARES ONDO ETP,ETP,,ONDO,Euronext Paris,False,ONDO.PA
21SHARES RENDER ETP,ETP,,RNDR,Euronext Paris,False,RNDR.PA
21SHARES PYTH NETWORK ETP,ETP,,PYTH,Euronext Paris,False,PYTH.PA
AMDI ISR CRED US UCITS ETF C,ETP,,ISRD,Euronext Paris,False,ISRD.PA
AMDI ISR CRED EUR UCIT ETF C,ETP,,ISRC,Euronext Paris,False,ISRC.PA
AMDI ISR CRED USD ETF EU H C,ETP,,ISCH,Euronext Paris,False,ISCH.PA
AMDI LABL ISR ACT JPN ETF C,ETP,,ISRJ,Euronext Paris,False,ISRJ.PA
AMDI LABL ISR ACT JPN ETF HC,ETP,,ISJH,Euronext Paris,False,ISJH.PA
21SHARES NEAR PROT STAKING,ETP,,NEAR,Euronext Paris,False,NEAR.PA
AMDI ISR ACTIONS MONDE ETF C,ETP,,ISRM,Euronext Paris,False,ISRM.PA
AMDI ISR ACT US UCITS ETF C,ETP,,ISRU,Euronext Paris,False,ISRU.PA
AMDI ISR AC EURO UCITS ETF C,ETP,,ISRA,Euronext Paris,False,ISRA.PA
AMDI ISR ACT US UC ET EURH C,ETP,,ISUH,Euronext Paris,False,ISUH.PA
BNP EASY EUROPE ESG ENH,ETP,,AEUSE,Euronext Paris,False,AEUSE.PA
AMDI PEA LUX MONDE UCI ETF C,ETP,,MLUX,Euronext Paris,True,MLUX.PA
ISHRS AI ADP & APP UCITS ETF,ETP,,AIAA,Euronext Paris,False,AIAA.PA
ISHRS AI INFRASTRC UCITS ETF,ETP,,AINF,Euronext Paris,False,AINF.PA
BNP ESY ENH EC DC2027 UCT-EU,ETP,,ACD27,Euronext Paris,False,ACD27.PA
BNP PARI EESG EECB D29 UE-EI,ETP,,ACD29,Euronext Paris,False,ACD29.PA
BNP EASY EPRA GLOB GREEN,ETP,,GRCTB,Euronext Paris,False,GRCTB.PA
BNPP ESY JPM EM GD CMP-UE UA,ETP,,BJL1,Euronext Paris,False,BJL1.PA
BNPP ESY JP EM GD CM-UE H GA,ETP,,BJL2,Euronext Paris,False,BJL2.PA
SS SPD BE HYB UCIT ETF-EUR U,ETP,,JNKA,Euronext Paris,False,JNKA.PA
FRK US DIV TILT UCITS ETF,ETP,,USDIV,Euronext Paris,False,USDIV.PA
ISHARES AI INV ACT UCITS ETF,ETP,,IART,Euronext Paris,False,IART.PA
BNPP ESY JP EM GD CM-UE H AA,ETP,,EMBA,Euronext Paris,False,EMBA.PA
AMUNDI LC 2039 UCITS ETF ACC,ETP,,LC39,Euronext Paris,False,LC39.PA
AMUNDI LC 2030 UCITS ETF ACC,ETP,,LC30,Euronext Paris,False,LC30.PA
AMDI LIFECYCLE 2033 UCITS  C,ETP,,LC33,Euronext Paris,False,LC33.PA
AMDI LIFECYCLE 2036 UCITS C,ETP,,LC36,Euronext Paris,False,LC36.PA
BNP EASY EPRA EUR GREEN CTB,ETP,,GREAD,Euronext Paris,False,GREAD.PA
BNP PARIB EASY ESG EN EUR-UI,ETP,,ACD32,Euronext Paris,False,ACD32.PA
VANECK MORNINGSTAR US ESG WI,ETP,,MOAT,Euronext Paris,False,MOAT.PA
VANECK MSTAR SMID MOAT ETF,ETP,,SMOT,Euronext Paris,False,SMOT.PA
VANECK GL FALLEN ANGL HY ETF,ETP,,GFA,Euronext Paris,False,GFA.PA
VANECK CRYPTO AND BLOCKCHAIN,ETP,,DAPP,Euronext Paris,False,DAPP.PA
VANECK SPACE INNOVATORS ETF,ETP,,JEDI,Euronext Paris,False,JEDI.PA
VANECK MSTAR GLOBAL MOAT ETF,ETP,,GOAT,Euronext Paris,False,GOAT.PA
VANECK OIL SERVICES ETF,ETP,,OIHV,Euronext Paris,False,OIHV.PA
VANECK S&P GBL MIN UCI ETF-A,ETP,,GDIG,Euronext Paris,False,GDIG.PA
VANECK JR GOLD MINERS ETF,ETP,,GDXJ,Euronext Paris,False,GDXJ.PA
VANECK URANIUM & NUCLEAR ETF,ETP,,NUCL,Euronext Paris,False,NUCL.PA
VANECK VIDEO GAME ESPORT ETF,ETP,,ESPO,Euronext Paris,False,ESPO.PA
VANECK RARE EARTH UCITS ETF,ETP,,REMX,Euronext Paris,False,REMX.PA
VANECK MSTAR WIDE MOAT ETF,ETP,,MOTU,Euronext Paris,False,MOTU.PA
VANECK GOLD MINERS UCITS ETF,ETP,,GDX,Euronext Paris,False,GDX.PA
VANECK JPM EM LOC CUR BD ETF,ETP,,EMLC,Euronext Paris,False,EMLC.PA
VANECK EMERG MARKETS HY ETF,ETP,,HYEM,Euronext Paris,False,HYEM.PA
VANECK US FALLEN ANGEL ETF,ETP,,USFA,Euronext Paris,False,USFA.PA
BITWISE DIAMAN BTC & GOLD,ETP,,BTCG,Euronext Paris,False,BTCG.PA
WISDOMTREE PHYS COINDESK 20,ETP,,WCRX,Euronext Paris,False,WCRX.PA
ISHARES S&P 500 TOP 20 ETF,ETP,,SP20,Euronext Paris,False,SP20.PA
AMUNDI PEA MONDE MSCI WORLD,ETP,,DCAM,Euronext Paris,True,DCAM.PA
BITWISE CORE BITCOIN ETP,ETP,,BTC1,Euronext Paris,False,BTC1.PA
BNP EASY US CORP SRI EH,ETP,,USCBH,Euronext Paris,False,USCBH.PA
IMGP DBI MF EX-COMMODITIES,ETP,,MFA8,Euronext Paris,False,MFA8.PA
COINSHARES PHY STAKED SOLANA,ETP,,SLNC,Euronext Paris,False,SLNC.PA
COINSHARES PHY STKD CARDANO,ETP,,CSDA,Euronext Paris,False,CSDA.PA
COINSHARES XRP ETP,ETP,,XRPL,Euronext Paris,False,XRPL.PA
ISHARES BITCOIN ETP,ETP,,IB1T,Euronext Paris,False,IB1T.PA
IMGP DBI MNG FUT FD RU UE-RU,ETP,,DBMF,Euronext Paris,False,DBMF.PA
