name,type,isin,ticker_euronext,market,eligible_pea,yahoo_ticker
ACCOR SA,Common Stock,,AC,Euronext Paris,True,AC.PA
HYDRAULIQUE HOLDING,Common Stock,,MLHYD,Euronext Paris,True,MLHYD.PA
REMY COINTREAU,Common Stock,,RCO,Euronext Paris,True,RCO.PA
PASSAT,Common Stock,,ALPAS,Euronext Paris,True,ALPAS.PA
FONCIERE EURIS,Common Stock,,EURS,Euronext Paris,True,EURS.PA
DASSAULT AVIATION SA,Common Stock,,AM,Euronext Paris,True,AM.PA
SCHNEIDER ELECTRIC SE,Common Stock,,SU,Euronext Paris,True,SU.PA
SOCIETE BIC SA,Common Stock,,BB,Euronext Paris,True,BB.PA
BNP PARIBAS,Common Stock,,BNP,Euronext Paris,True,BNP.PA
SAVENCIA SA,Common Stock,,SAVE,Euronext Paris,True,SAVE.PA
BOUYGUES SA,Common Stock,,EN,Euronext Paris,True,EN.PA
DANONE,Common Stock,,BN,Euronext Paris,True,BN.PA
CAPGEMINI SE,Common Stock,,CAP,Euronext Paris,True,CAP.PA
CARREFOUR SA,Common Stock,,CA,Euronext Paris,True,CA.PA
CASINO GUICHARD PERRACHON,Common Stock,,CO,Euronext Paris,True,CO.PA
MERSEN,Common Stock,,MRN,Euronext Paris,True,MRN.PA
VIRIDIEN,Common Stock,,VIRI,Euronext Paris,True,VIRI.PA
VIVENDI SE,Common Stock,,VIV,Euronext Paris,True,VIV.PA
TOTALENERGIES EP GABON,Common Stock,,EC,Euronext Paris,True,EC.PA
FORVIA,Common Stock,,FRVIA,Euronext Paris,True,FRVIA.PA
NORTH ATLANTIC ENERGIES,Common Stock,,NAE,Euronext Paris,True,NAE.PA
ESSILORLUXOTTICA,Common Stock,,EL,Euronext Paris,True,EL.PA
EURAZEO SE,Common Stock,,RF,Euronext Paris,True,RF.PA
SODEXO SA,Common Stock,,SW,Euronext Paris,True,SW.PA
EIFFAGE,Common Stock,,FGR,Euronext Paris,True,FGR.PA
GASCOGNE,Common Stock,,ALBI,Euronext Paris,True,ALBI.PA
GAUMONT SA,Common Stock,,GAM,Euronext Paris,True,GAM.PA
GUERBET,Common Stock,,GBT,Euronext Paris,True,GBT.PA
VERNEY-CARRON SA-REG SHS,Common Stock,,MLVER,Euronext Paris,True,MLVER.PA
JACQUET METALS SA,Common Stock,,JCQ,Euronext Paris,True,JCQ.PA
IMERYS SA,Common Stock,,NK,Euronext Paris,True,NK.PA
MANITOU BF,Common Stock,,MTU,Euronext Paris,True,MTU.PA
COMPAGNIE LEBON,Common Stock,,ALBON,Euronext Paris,True,ALBON.PA
LECTRA,Common Stock,,LSS,Euronext Paris,True,LSS.PA
LVMH MOET HENNESSY LOUIS VUI,Common Stock,,MC,Euronext Paris,True,MC.PA
AXA SA,Common Stock,,CS,Euronext Paris,True,CS.PA
ROBERTET SA,Common Stock,,RBT,Euronext Paris,True,RBT.PA
MICHELIN (CGDE),Common Stock,,ML,Euronext Paris,True,ML.PA
ROBERTET SA-CI,Common Stock,,CBE,Euronext Paris,True,CBE.PA
TELEPERFORMANCE,Common Stock,,TEP,Euronext Paris,True,TEP.PA
LAGARDERE SA,Common Stock,,MMB,Euronext Paris,True,MMB.PA
WENDEL,Common Stock,,MF,Euronext Paris,True,MF.PA
BERNARD LOISEAU SA,Common Stock,,ALDBL,Euronext Paris,True,ALDBL.PA
SYNERGIE SA,Common Stock,,SDG,Euronext Paris,True,SDG.PA
L'OREAL,Common Stock,,OR,Euronext Paris,True,OR.PA
PERNOD RICARD SA,Common Stock,,RI,Euronext Paris,True,RI.PA
KERING,Common Stock,,KER,Euronext Paris,True,KER.PA
PUBLICIS GROUPE,Common Stock,,PUB,Euronext Paris,True,PUB.PA
SEB SA,Common Stock,,SK,Euronext Paris,True,SK.PA
COMPAGNIE DE SAINT GOBAIN,Common Stock,,SGO,Euronext Paris,True,SGO.PA
SOCIETE GENERALE SA,Common Stock,,GLE,Euronext Paris,True,GLE.PA
THALES SA,Common Stock,,HO,Euronext Paris,True,HO.PA
TELEVISION FRANCAISE (T.F.1),Common Stock,,TFI,Euronext Paris,True,TFI.PA
VICAT,Common Stock,,VCT,Euronext Paris,True,VCT.PA
VALLOUREC SA,Common Stock,,VK,Euronext Paris,True,VK.PA
VALEO,Common Stock,,FR,Euronext Paris,True,FR.PA
STRADIM-ESPACE FINANCES SA,Common Stock,,ALSAS,Euronext Paris,True,ALSAS.PA
OPMOBILITY,Common Stock,,OPM,Euronext Paris,True,OPM.PA
ALTEN SA,Common Stock,,ATE,Euronext Paris,True,ATE.PA
GROUPE CRIT,Common Stock,,CEN,Euronext Paris,True,CEN.PA
STEF,Common Stock,,STF,Euronext Paris,True,STF.PA
CATERING INTL SERVICES,Common Stock,,ALCIS,Euronext Paris,True,ALCIS.PA
GROUPE GUILLIN,Common Stock,,ALGIL,Euronext Paris,True,ALGIL.PA
VINCI SA,Common Stock,,DG,Euronext Paris,True,DG.PA
HERMES INTERNATIONAL,Common Stock,,RMS,Euronext Paris,True,RMS.PA
SOPRA STERIA GROUP,Common Stock,,SOP,Euronext Paris,True,SOP.PA
BOIRON SA,Common Stock,,BOI,Euronext Paris,True,BOI.PA
PEUGEOT INVEST,Common Stock,,PEUG,Euronext Paris,True,PEUG.PA
TRIGANO SA,Common Stock,,TRI,Euronext Paris,True,TRI.PA
EAUX DE ROYAN SA,Common Stock,,MLEDR,Euronext Paris,True,MLEDR.PA
HYDRO-EXPLOITATIONS SA,Common Stock,,MLHYE,Euronext Paris,True,MLHYE.PA
MARIE BRIZARD WINE & SPIRITS,Common Stock,,MBWS,Euronext Paris,True,MBWS.PA
GROUPE CARNIVOR,Common Stock,,MLGRC,Euronext Paris,True,MLGRC.PA
MOTOCYCLES ARDOIN ST AMAND,Common Stock,,MLARD,Euronext Paris,True,MLARD.PA
STE IND & FIN DE L'ARTOIS SA,Common Stock,,ARTO,Euronext Paris,True,ARTO.PA
TRANSITION EVERGREEN,Common Stock,,EGR,Euronext Paris,True,EGR.PA
ARDOIN ST AMAND-B,Common Stock,,ARDO,Euronext Paris,True,ARDO.PA
DIAGNOSTIC MEDICAL SYSTEMS,Common Stock,,ALDMS,Euronext Paris,True,ALDMS.PA
HOTELIERE & IMMOBILIERE NICE,Common Stock,,MLHIN,Euronext Paris,True,MLHIN.PA
PLACOPLATRE,Common Stock,,MLPLC,Euronext Paris,True,MLPLC.PA
LES HOTELS DE PARIS,Common Stock,,HDP,Euronext Paris,True,HDP.PA
NATIONALE DE PROPRIETE,Common Stock,,MLPRI,Euronext Paris,True,MLPRI.PA
COMPAGNIE DU MONT-BLANC,Common Stock,,MLCMB,Euronext Paris,True,MLCMB.PA
CHRISTIAN DIOR SE,Common Stock,,CDI,Euronext Paris,True,CDI.PA
CR DE CREDIT AGRICOLE IDF,Common Stock,,CAF,Euronext Paris,True,CAF.PA
CA ILLE ET VILAINE-CCI,Common Stock,,CIV,Euronext Paris,True,CIV.PA
COURBET HERITAGE,Common Stock,,MLCOU,Euronext Paris,True,MLCOU.PA
HOTELIM,Common Stock,,MLHOT,Euronext Paris,True,MLHOT.PA
FLEURY MICHON SA,Common Stock,,ALFLE,Euronext Paris,True,ALFLE.PA
FINANC HOCHE LES BAINS,Common Stock,,MLHBB,Euronext Paris,True,MLHBB.PA
EUROFINS SCIENTIFIC,Common Stock,,ERF,Euronext Paris,True,ERF.PA
FIDUCIAL OFFICE SOLUTION,Common Stock,,SACI,Euronext Paris,True,SACI.PA
ELECTRICITE ET EAUX DE MADAG,Common Stock,,EEM,Euronext Paris,True,EEM.PA
EXPLOSIFS PROD. CHI,Common Stock,,EXPL,Euronext Paris,True,EXPL.PA
ABL DIAGNOSTICS,Common Stock,,ABLD,Euronext Paris,True,ABLD.PA
FIPP,Common Stock,,FIPP,Euronext Paris,True,FIPP.PA
GEVELOT SA,Common Stock,,ALGEV,Euronext Paris,True,ALGEV.PA
LATECOERE,Common Stock,,LAT,Euronext Paris,True,LAT.PA
OENEO,Common Stock,,SBT,Euronext Paris,True,SBT.PA
ROUGIER SA,Common Stock,,ALRGR,Euronext Paris,True,ALRGR.PA
SAINT JEAN GROUPE SA,Common Stock,,SABE,Euronext Paris,True,SABE.PA
STMICROELECTRONICS NV,Common Stock,,STMPA,Euronext Paris,True,STMPA.PA
ALAN ALLMAN ASSOCIATES,Common Stock,,AAA,Euronext Paris,True,AAA.PA
ATOS SE,Common Stock,,ATO,Euronext Paris,True,ATO.PA
BURELLE SA,Common Stock,,BUR,Euronext Paris,True,BUR.PA
HERIGE,Common Stock,,ALHRG,Euronext Paris,True,ALHRG.PA
SWORD GROUP,Common Stock,,SWP,Euronext Paris,True,SWP.PA
CHEMINS DE FER DEPARTEMENTAU,Common Stock,,MLCFD,Euronext Paris,True,MLCFD.PA
BARBARA BUI,Common Stock,,BUI,Euronext Paris,True,BUI.PA
ADOMOS,Common Stock,,ALADO,Euronext Paris,True,ALADO.PA
ENGIE,Common Stock,,ENGI,Euronext Paris,True,ENGI.PA
CEGEDIM SA,Common Stock,,ALCGM,Euronext Paris,True,ALCGM.PA
VIEL ET COMPAGNIE,Common Stock,,VIL,Euronext Paris,True,VIL.PA
RENAULT SA,Common Stock,,RNO,Euronext Paris,True,RNO.PA
HOPENING,Common Stock,,MLHPE,Euronext Paris,True,MLHPE.PA
QUADIENT SA,Common Stock,,QDT,Euronext Paris,True,QDT.PA
PLASTIVALOIRE,Common Stock,,PVL,Euronext Paris,True,PVL.PA
DEKUPLE,Common Stock,,DKUPL,Euronext Paris,True,DKUPL.PA
UBISOFT ENTERTAINMENT,Common Stock,,UBI,Euronext Paris,True,UBI.PA
AIR LIQUIDE SA,Common Stock,,AI,Euronext Paris,True,AI.PA
BOURRELIER GROUP,Common Stock,,ALBOU,Euronext Paris,True,ALBOU.PA
LISI,Common Stock,,FII,Euronext Paris,True,FII.PA
GRANDE ARMEE INVESTISSEMENT,Common Stock,,MLGAI,Euronext Paris,True,MLGAI.PA
BENETEAU,Common Stock,,BEN,Euronext Paris,True,BEN.PA
OBER SA,Common Stock,,ALOBR,Euronext Paris,True,ALOBR.PA
S.T. DUPONT,Common Stock,,DPT,Euronext Paris,True,DPT.PA
INTERPARFUMS SA,Common Stock,,ITP,Euronext Paris,True,ITP.PA
GROUPE LDLC,Common Stock,,ALLDL,Euronext Paris,True,ALLDL.PA
BIOMERIEUX,Common Stock,,BIM,Euronext Paris,True,BIM.PA
ZCCM INVESTMENT HOLDINGS-B,Common Stock,,MLZAM,Euronext Paris,True,MLZAM.PA
CA TOURAINE POITOU-CCI,Common Stock,,CRTO,Euronext Paris,True,CRTO.PA
BOLLORE SE,Common Stock,,BOL,Euronext Paris,True,BOL.PA
PISCINES DESJOYAUX SA,Common Stock,,ALPDX,Euronext Paris,True,ALPDX.PA
SELCODIS,Common Stock,,SLCO,Euronext Paris,True,SLCO.PA
IDS,Common Stock,,MLIDS,Euronext Paris,True,MLIDS.PA
SAFRAN SA,Common Stock,,SAF,Euronext Paris,True,SAF.PA
WAVESTONE,Common Stock,,WAVE,Euronext Paris,True,WAVE.PA
HOTEL MAJESTIC SOCIETE IMMO,Common Stock,,MLHMC,Euronext Paris,True,MLHMC.PA
KAUFMAN & BROAD SA,Common Stock,,KOF,Euronext Paris,True,KOF.PA
TRANSGENE SA,Common Stock,,TNG,Euronext Paris,True,TNG.PA
LOMBARD ET MEDOT,Common Stock,,MLCAC,Euronext Paris,True,MLCAC.PA
ABC ARBITRAGE,Common Stock,,ABCA,Euronext Paris,True,ABCA.PA
SOCIETE DES BAINS DE MER,Common Stock,,BAIN,Euronext Paris,True,BAIN.PA
TRACTIAL SA,Common Stock,,ALTRA,Euronext Paris,True,ALTRA.PA
LEXIBOOK LINGUISTIC ELECTRON,Common Stock,,ALLEX,Euronext Paris,True,ALLEX.PA
INSTALLUX SA,Common Stock,,ALLUX,Euronext Paris,True,ALLUX.PA
PRECIA,Common Stock,,ALPM,Euronext Paris,True,ALPM.PA
JACQUES BOGART,Common Stock,,JBOG,Euronext Paris,True,JBOG.PA
ACTIA GROUP,Common Stock,,ALATI,Euronext Paris,True,ALATI.PA
LACROIX GROUP,Common Stock,,LACR,Euronext Paris,True,LACR.PA
THERMADOR GROUPE,Common Stock,,THEP,Euronext Paris,True,THEP.PA
IMALLIANCE,Common Stock,,MLIML,Euronext Paris,True,MLIML.PA
SOLOCAL GROUP,Common Stock,,LOCAL,Euronext Paris,True,LOCAL.PA
LABORATOIRES EUROMEDIS,Common Stock,,ALEMG,Euronext Paris,True,ALEMG.PA
AUREA,Common Stock,,AURE,Euronext Paris,True,AURE.PA
ALTUR INVESTISSEMENT,Common Stock,,ALTUR,Euronext Paris,True,ALTUR.PA
LINEDATA SERVICES,Common Stock,,LIN,Euronext Paris,True,LIN.PA
ATARI SA,Common Stock,,ALATA,Euronext Paris,True,ALATA.PA
VIRBAC SA,Common Stock,,VIRP,Euronext Paris,True,VIRP.PA
MR BRICOLAGE,Common Stock,,ALMRB,Euronext Paris,True,ALMRB.PA
GROUPE JAJ,Common Stock,,GJAJ,Euronext Paris,True,GJAJ.PA
NSC GROUPE,Common Stock,,ALNSC,Euronext Paris,True,ALNSC.PA
NEXANS SA,Common Stock,,NEX,Euronext Paris,True,NEX.PA
KEYRUS,Common Stock,,ALKEY,Euronext Paris,True,ALKEY.PA
AUGROS COSMETIC PACKAGING,Common Stock,,AUGR,Euronext Paris,True,AUGR.PA
COMPAGNIE DE L'ODET SA,Common Stock,,ODET,Euronext Paris,True,ODET.PA
SANOFI,Common Stock,,SAN,Euronext Paris,True,SAN.PA
IPSEN,Common Stock,,IPN,Euronext Paris,True,IPN.PA
EXEL INDUSTRIES SA-A SHS,Common Stock,,EXE,Euronext Paris,True,EXE.PA
PIERRE & VACANCES,Common Stock,,VAC,Euronext Paris,True,VAC.PA
DELTA PLUS GROUP,Common Stock,,ALDLT,Euronext Paris,True,ALDLT.PA
PLANT ADVANCED TECHNOLOGIES,Common Stock,,ALPAT,Euronext Paris,True,ALPAT.PA
TELEVERBIER,Common Stock,,TVRB,Euronext Paris,True,TVRB.PA
NEOCOM MULTIMEDIA,Common Stock,,MLNEO,Euronext Paris,True,MLNEO.PA
HF COMPANY,Common Stock,,ALHF,Euronext Paris,True,ALHF.PA
INTEXA,Common Stock,,ITXT,Euronext Paris,True,ITXT.PA
LUMIBIRD,Common Stock,,LBIRD,Euronext Paris,True,LBIRD.PA
EO2,Common Stock,,ALEO2,Euronext Paris,True,ALEO2.PA
CHEOPS TECHNOLOGY,Common Stock,,MLCHE,Euronext Paris,True,MLCHE.PA
TXCOM,Common Stock,,ALTXC,Euronext Paris,True,ALTXC.PA
CIE FIN DE L'OUEST AFRICAIN,Common Stock,,FOAF,Euronext Paris,True,FOAF.PA
REVIVAL EXPANSION,Common Stock,,MLREX,Euronext Paris,True,MLREX.PA
TOTALENERGIES SE,Common Stock,,TTE,Euronext Paris,True,TTE.PA
EUROPLASMA,Common Stock,,ALEUP,Euronext Paris,True,ALEUP.PA
BONDUELLE SCA,Common Stock,,BON,Euronext Paris,True,BON.PA
STREIT MECANIQUE,Common Stock,,MLSTR,Euronext Paris,True,MLSTR.PA
HAULOTTE GROUP,Common Stock,,PIG,Euronext Paris,True,PIG.PA
TFF GROUP,Common Stock,,TFF,Euronext Paris,True,TFF.PA
MEDIA 6,Common Stock,,EDI,Euronext Paris,True,EDI.PA
INNELEC MULTIMEDIA,Common Stock,,ALINN,Euronext Paris,True,ALINN.PA
FIN & IMM L'ETANG BERRE-PF,Common Stock,,EBPF,Euronext Paris,True,EBPF.PA
U10 CORP,Common Stock,,ALU10,Euronext Paris,True,ALU10.PA
ALTAMIR,Common Stock,,LTA,Euronext Paris,True,LTA.PA
ROBERTET SA - CDV 87,Common Stock,,CBR,Euronext Paris,True,CBR.PA
VETOQUINOL SA,Common Stock,,VETO,Euronext Paris,True,VETO.PA
ITESOFT,Common Stock,,ITE,Euronext Paris,True,ITE.PA
LES HOTELS BAVEREZ,Common Stock,,ALLHB,Euronext Paris,True,ALLHB.PA
IMPRIMERIE CHIRAT,Common Stock,,MLIMP,Euronext Paris,True,MLIMP.PA
CONSORT NT,Common Stock,,MLCNT,Euronext Paris,True,MLCNT.PA
SIDETRADE,Common Stock,,ALBFR,Euronext Paris,True,ALBFR.PA
ERAMET,Common Stock,,ERA,Euronext Paris,True,ERA.PA
FONCIERE 7 INVEST,Common Stock,,LEBL,Euronext Paris,True,LEBL.PA
DYNAFOND SA,Common Stock,,MLDYN,Euronext Paris,True,MLDYN.PA
M6-METROPOLE TELEVISION,Common Stock,,MMT,Euronext Paris,True,MMT.PA
GRAINES VOLTZ SA,Common Stock,,GRVO,Euronext Paris,True,GRVO.PA
GPE GROUPE PIZZORNO,Common Stock,,GPE,Euronext Paris,True,GPE.PA
EROLD,Common Stock,,ALPLA,Euronext Paris,True,ALPLA.PA
DAMARIS,Common Stock,,MLDAM,Euronext Paris,True,MLDAM.PA
CA ALPES PROVENCE-CCI,Common Stock,,CRAP,Euronext Paris,True,CRAP.PA
GEA,Common Stock,,GEA,Euronext Paris,True,GEA.PA
AKWEL,Common Stock,,AKW,Euronext Paris,True,AKW.PA
BASTIDE LE CONFORT MEDICAL,Common Stock,,BLC,Euronext Paris,True,BLC.PA
BIGBEN INTERACTIVE,Common Stock,,BIG,Euronext Paris,True,BIG.PA
JSA TECHNOLOGY,Common Stock,,MLJSA,Euronext Paris,True,MLJSA.PA
NRJ GROUP,Common Stock,,NRG,Euronext Paris,True,NRG.PA
MASTRAD,Common Stock,,ALMAS,Euronext Paris,True,ALMAS.PA
VEOLIA ENVIRONNEMENT,Common Stock,,VIE,Euronext Paris,True,VIE.PA
AIRBUS SE,Common Stock,,AIR,Euronext Paris,True,AIR.PA
CBO TERRITORIA,Common Stock,,CBOT,Euronext Paris,True,CBOT.PA
ADUX,Common Stock,,ADUX,Euronext Paris,True,ADUX.PA
ARTMARKET.COM,Common Stock,,PRC,Euronext Paris,True,PRC.PA
ACTEOS,Common Stock,,EOS,Euronext Paris,True,EOS.PA
NEURONES,Common Stock,,NRO,Euronext Paris,True,NRO.PA
PROACTIS SA,Common Stock,,PROAC,Euronext Paris,True,PROAC.PA
EQUASENS,Common Stock,,EQS,Euronext Paris,True,EQS.PA
SODITECH INGENIERIE,Common Stock,,ALSEC,Euronext Paris,True,ALSEC.PA
GROUPE SFPI,Common Stock,,SFPI,Euronext Paris,True,SFPI.PA
LAURENT-PERRIER,Common Stock,,LPE,Euronext Paris,True,LPE.PA
NETMEDIA GROUP,Common Stock,,ALNMG,Euronext Paris,True,ALNMG.PA
AUBAY,Common Stock,,AUB,Euronext Paris,True,AUB.PA
IT LINK SA,Common Stock,,ALITL,Euronext Paris,True,ALITL.PA
IPSOS,Common Stock,,IPS,Euronext Paris,True,IPS.PA
COHERIS SA,Common Stock,,COH,Euronext Paris,True,COH.PA
NETGEM SA,Common Stock,,ALNTG,Euronext Paris,True,ALNTG.PA
ASSYSTEM,Common Stock,,ASY,Euronext Paris,True,ASY.PA
NICOX SA,Common Stock,,ALCOX,Euronext Paris,True,ALCOX.PA
BOURSE DIRECT,Common Stock,,BSD,Euronext Paris,True,BSD.PA
S.O.I.T.E.C.,Common Stock,,SOI,Euronext Paris,True,SOI.PA
EGIDE,Common Stock,,ALGID,Euronext Paris,True,ALGID.PA
INFOTEL,Common Stock,,INF,Euronext Paris,True,INF.PA
GL EVENTS,Common Stock,,GLO,Euronext Paris,True,GLO.PA
EXAIL TECHNOLOGIES,Common Stock,,EXA,Euronext Paris,True,EXA.PA
PACTE NOVATION,Common Stock,,MLPAC,Euronext Paris,True,MLPAC.PA
UNIBEL,Common Stock,,UNBL,Euronext Paris,True,UNBL.PA
CALIBRE,Common Stock,,ALIBR,Euronext Paris,True,ALIBR.PA
HEXAOM,Common Stock,,ALHEX,Euronext Paris,True,ALHEX.PA
UNION TECHNOLOGIES INFORMAT,Common Stock,,FPG,Euronext Paris,True,FPG.PA
RIBER SA,Common Stock,,ALRIB,Euronext Paris,True,ALRIB.PA
PARROT SA,Common Stock,,PARRO,Euronext Paris,True,PARRO.PA
ALSTOM,Common Stock,,ALO,Euronext Paris,True,ALO.PA
ORANGE,Common Stock,,ORA,Euronext Paris,True,ORA.PA
COMPAGNIE DES ALPES,Common Stock,,CDA,Euronext Paris,True,CDA.PA
GERARD PERRIER ELECTRIC,Common Stock,,PERR,Euronext Paris,True,PERR.PA
SOGECLAIR,Common Stock,,ALSOG,Euronext Paris,True,ALSOG.PA
DELFINGEN,Common Stock,,ALDEL,Euronext Paris,True,ALDEL.PA
DERICHEBOURG,Common Stock,,DBG,Euronext Paris,True,DBG.PA
SOCIETE FRANCAISE DE CASINOS,Common Stock,,SFCA,Euronext Paris,True,SFCA.PA
CREDIT AGRICOLE SA,Common Stock,,ACA,Euronext Paris,True,ACA.PA
BASSAC SA,Common Stock,,BASS,Euronext Paris,True,BASS.PA
RUBIS,Common Stock,,RUI,Euronext Paris,True,RUI.PA
SCOR SE,Common Stock,,SCR,Euronext Paris,True,SCR.PA
ARCELORMITTAL,Common Stock,,MTP,Euronext Paris,True,MTP.PA
ARCHOS,Common Stock,,ALJXR,Euronext Paris,True,ALJXR.PA
LOCASYSTEM INTERNATIONAL,Common Stock,,MLLOI,Euronext Paris,True,MLLOI.PA
ENCRES DUBUIT,Common Stock,,ALDUB,Euronext Paris,True,ALDUB.PA
HOPSCOTCH GROUPE,Common Stock,,ALHOP,Euronext Paris,True,ALHOP.PA
SARTORIUS STEDIM BIOTECH,Common Stock,,DIM,Euronext Paris,True,DIM.PA
TRAMWAYS DU VAR ET DU GARD,Common Stock,,MLCVG,Euronext Paris,True,MLCVG.PA
COREP LIGHTING,Common Stock,,MLCOR,Euronext Paris,True,MLCOR.PA
MARSEILL TUNNEL PRADO-CARENA,Common Stock,,ALTPC,Euronext Paris,True,ALTPC.PA
PRISMAFLEX INTERNATIONAL,Common Stock,,ALPRI,Euronext Paris,True,ALPRI.PA
AVENIR TELECOM,Common Stock,,AVT,Euronext Paris,True,AVT.PA
GUILLEMOT CORPORATION,Common Stock,,GUI,Euronext Paris,True,GUI.PA
CREDIT AGRICOLE DU MORBIHAN,Common Stock,,CMO,Euronext Paris,True,CMO.PA
CAFOM SA,Common Stock,,ALCAF,Euronext Paris,True,ALCAF.PA
FASHION B AIR SA,Common Stock,,ALFBA,Euronext Paris,True,ALFBA.PA
MAISON POMMERY & ASSOCIES SA,Common Stock,,POMRY,Euronext Paris,True,POMRY.PA
SECHE ENVIRONNEMENT,Common Stock,,SCHP,Euronext Paris,True,SCHP.PA
MG INTERNATIONAL,Common Stock,,ALMGI,Euronext Paris,True,ALMGI.PA
JCDECAUX SE,Common Stock,,DEC,Euronext Paris,True,DEC.PA
FONCIERE VOLTA,Common Stock,,SPEL,Euronext Paris,True,SPEL.PA
HIGH CO,Common Stock,,HCO,Euronext Paris,True,HCO.PA
FREELANCE.COM,Common Stock,,ALFRE,Euronext Paris,True,ALFRE.PA
MEMSCAP SA,Common Stock,,MEMS,Euronext Paris,True,MEMS.PA
CATANA GROUP,Common Stock,,ALCAT,Euronext Paris,True,ALCAT.PA
CARPINIENNE DE PARTICIPATION,Common Stock,,CARP,Euronext Paris,True,CARP.PA
EMOVA GROUP,Common Stock,,ALEMV,Euronext Paris,True,ALEMV.PA
COIL,Common Stock,,ALCOI,Euronext Paris,True,ALCOI.PA
SPEED RABBIT PIZZA SA,Common Stock,,MLSRP,Euronext Paris,True,MLSRP.PA
DASSAULT SYSTEMES SE,Common Stock,,DSY,Euronext Paris,True,DSY.PA
IMMOB PARIS PIERRES PRECIEUS,Common Stock,,MLIPP,Euronext Paris,True,MLIPP.PA
CA SUD RHONE ALPES-CCI,Common Stock,,CRSU,Euronext Paris,True,CRSU.PA
CFM INDOSUEZ WEALTH,Common Stock,,MLCFM,Euronext Paris,True,MLCFM.PA
COMPAGNIE CHARGEURS INVEST,Common Stock,,CRI,Euronext Paris,True,CRI.PA
BILENDI,Common Stock,,ALBLD,Euronext Paris,True,ALBLD.PA
ADP,Common Stock,,ADP,Euronext Paris,True,ADP.PA
CA NORMANDIE SEINE-CCI,Common Stock,,CCN,Euronext Paris,True,CCN.PA
MGI DIGITAL GRAPHIC TECHNOLO,Common Stock,,ALMDG,Euronext Paris,True,ALMDG.PA
WEACCESS GROUP,Common Stock,,MLWEA,Euronext Paris,True,MLWEA.PA
CREDIT AGRICOLE TOULOUSE 31,Common Stock,,CAT31,Euronext Paris,True,CAT31.PA
TROC DE L'ILE,Common Stock,,MLTRO,Euronext Paris,True,MLTRO.PA
CLARANOVA SE,Common Stock,,ALCLA,Euronext Paris,True,ALCLA.PA
VALERIO TX,Common Stock,,ALVIO,Euronext Paris,True,ALVIO.PA
GECI INTERNATIONAL,Common Stock,,ALGEC,Euronext Paris,True,ALGEC.PA
NEXITY,Common Stock,,NXI,Euronext Paris,True,NXI.PA
GROUPE PLUS-VALUE,Common Stock,,MLPVG,Euronext Paris,True,MLPVG.PA
SAMSE SA,Common Stock,,SAMS,Euronext Paris,True,SAMS.PA
WE CONNECT,Common Stock,,ALWEC,Euronext Paris,True,ALWEC.PA
RAMSAY GENERALE DE SANTE SA,Common Stock,,GDS,Euronext Paris,True,GDS.PA
COMPAGNIE DU CAMBODGE,Common Stock,,CBDG,Euronext Paris,True,CBDG.PA
MINT,Common Stock,,ALMIN,Euronext Paris,True,ALMIN.PA
LANSON-BCC,Common Stock,,ALLAN,Euronext Paris,True,ALLAN.PA
CHAUSSERIA,Common Stock,,CHSR,Euronext Paris,True,CHSR.PA
EVERSET,Common Stock,,MLEVE,Euronext Paris,True,MLEVE.PA
SIGNAUX GIROD,Common Stock,,ALGIR,Euronext Paris,True,ALGIR.PA
AQUILA,Common Stock,,ALAQU,Euronext Paris,True,ALAQU.PA
EUROBIO-SCIENTIFIC,Common Stock,,ALERS,Euronext Paris,True,ALERS.PA
AIR FRANCE-KLM,Common Stock,,AF,Euronext Paris,True,AF.PA
NEOVACS,Common Stock,,ALNEV,Euronext Paris,True,ALNEV.PA
FINANCIERE MARJOS,Common Stock,,FINM,Euronext Paris,True,FINM.PA
CA LOIRE-HAUTE-LOIRE-CCI,Common Stock,,CRLO,Euronext Paris,True,CRLO.PA
ARKEMA,Common Stock,,AKE,Euronext Paris,True,AKE.PA
AUPLATA MINING GR,Common Stock,,ALAMG,Euronext Paris,True,ALAMG.PA
CIBOX INTER@CTIVE,Common Stock,,ALCBX,Euronext Paris,True,ALCBX.PA
SOLUTIONS 30 SE,Common Stock,,S30,Euronext Paris,True,S30.PA
BLEECKER,Common Stock,,BLEE,Euronext Paris,True,BLEE.PA
CRCAM BRIE PIC2-CCI,Common Stock,,CRBP2,Euronext Paris,True,CRBP2.PA
SOCIETE FERMIERE DU CASINO,Common Stock,,FCMC,Euronext Paris,True,FCMC.PA
ALTHEORA SA,Common Stock,,ALORA,Euronext Paris,True,ALORA.PA
FSDV,Common Stock,,FSDV,Euronext Paris,True,FSDV.PA
BUREAU VERITAS SA,Common Stock,,BVI,Euronext Paris,True,BVI.PA
LA FORESTIERE EQUATORIALE,Common Stock,,FORE,Euronext Paris,True,FORE.PA
ENTREPRENDRE,Common Stock,,ALENR,Euronext Paris,True,ALENR.PA
LOGIC INSTRUMENT,Common Stock,,ALLOG,Euronext Paris,True,ALLOG.PA
UPERGY,Common Stock,,ALUPG,Euronext Paris,True,ALUPG.PA
DEVERNOIS SA,Common Stock,,ALDEV,Euronext Paris,True,ALDEV.PA
CROSSWOOD,Common Stock,,CROS,Euronext Paris,True,CROS.PA
INTEGRAGEN,Common Stock,,ALINT,Euronext Paris,True,ALINT.PA
